FullName,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,BestPosition,Club,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Top_5_league
Harouna Sy,26,170,75,66,69,3,1611,358,8,Amiens SC,1,3,2,0,2,75,38,52,62,59,72,59,32,46,60,27,59,34,32,43,60,73,77,76,57,82,50,75,83,71,40,59,60,58,47,36,62,58,61,63,5,5,5,11,7,55,57,55,55,55,57,58,61,58,61,66,61,66,65,62,65,14,0
Fred Friday,27,187,90,66,67,1,1618,357,13,Strømsgodset IF,1,4,3,2,1,76,65,50,66,27,73,44,67,60,58,55,69,51,45,40,65,71,80,60,57,66,68,74,61,86,63,56,23,62,50,61,57,34,14,15,15,15,9,13,11,67,63,64,64,64,63,63,63,55,63,47,45,47,45,44,45,20,0
Felipe Campos,28,179,79,66,66,0,1736,372,9,CD Everton de Viña del Mar,1,3,2,2,2,72,44,60,61,61,74,63,40,64,64,37,59,56,45,61,61,74,70,73,60,55,50,80,75,80,48,58,61,58,53,40,55,58,62,66,14,12,15,14,10,59,60,58,58,58,60,61,63,62,63,66,65,66,66,66,66,20,0
Mehdi Merghem,24,185,75,66,69,3,1799,384,6,En Avant de Guingamp,1,3,4,2,1,73,63,64,69,48,67,67,63,46,67,62,71,65,66,58,67,75,72,77,53,74,66,59,71,69,64,58,52,56,58,64,62,45,51,45,10,14,14,10,10,64,66,64,64,64,66,66,67,64,67,62,60,62,60,56,60,18,0
Felipe Peña,21,180,75,66,74,8,1716,370,1,River Plate,1,3,2,2,2,69,45,61,61,66,68,59,40,65,66,35,58,45,46,67,62,68,69,67,64,66,59,71,64,72,44,61,67,49,58,50,68,65,68,66,8,13,11,7,6,58,58,57,57,57,58,61,62,63,62,67,67,67,67,68,67,17,0
Pius Dorn,25,179,74,66,67,1,1783,390,10,FC Luzern,1,4,2,2,0,81,61,60,64,60,64,64,65,58,62,52,63,59,43,56,65,82,80,71,57,70,60,71,84,58,61,50,57,56,59,52,55,60,62,57,14,12,5,13,5,64,65,63,63,63,65,65,67,64,67,67,63,67,66,61,66,18,0
Ruben Yttergård Jenssen,34,173,71,66,66,0,1880,389,4,Tromsø IL,1,2,3,2,0,63,59,66,65,61,75,68,54,45,67,66,62,58,64,67,65,67,60,71,68,78,70,81,80,73,60,70,65,62,63,55,67,62,63,58,9,10,16,15,8,63,64,63,63,63,64,66,66,66,66,66,66,66,66,65,66,19,0
Aleksandar Jukic,21,183,73,66,73,7,1746,374,0,FK Austria Wien,1,3,3,0,1,71,66,65,67,44,61,65,66,58,65,61,67,65,66,62,67,68,74,72,59,66,70,53,58,66,64,52,40,59,65,61,60,36,49,50,8,8,6,6,14,67,66,65,65,65,66,67,67,64,67,59,57,59,57,54,57,16,0
Victor Boniface,21,193,85,66,74,8,1623,354,13,Royale Union Saint-Gilloise,1,3,3,2,2,74,64,50,66,26,74,38,66,60,57,58,65,56,38,44,65,73,75,70,60,76,67,78,68,87,60,46,28,65,56,64,66,23,19,16,14,5,7,7,12,68,62,64,64,64,62,64,63,57,63,47,46,47,45,44,45,17,0
Abdelrahman Saidi,22,186,76,66,71,5,1695,364,10,Hammarby IF,1,3,3,2,0,71,60,62,68,41,62,61,66,42,64,42,65,62,45,64,66,72,71,80,67,77,63,51,67,62,49,56,50,68,61,56,68,40,35,40,9,13,6,14,11,65,66,65,65,65,66,67,68,64,68,59,57,59,56,51,56,20,0
Tadeo Allende,23,185,78,66,72,6,1587,340,10,Godoy Cruz,1,4,3,2,2,65,60,60,62,28,65,62,58,68,64,61,64,44,37,57,67,62,67,52,64,50,65,66,73,67,58,48,21,70,65,57,49,22,26,23,8,5,13,12,11,66,64,65,65,65,64,66,67,62,67,51,49,51,49,44,49,17,0
Sebastián Medina,22,178,67,66,75,9,1710,371,6,Patronato,1,3,3,2,2,75,64,60,66,49,57,61,64,46,61,50,65,51,46,57,66,74,76,70,65,72,67,39,67,55,63,53,45,59,64,65,61,48,55,48,11,13,8,13,13,64,65,64,64,64,65,66,67,63,67,61,58,61,60,54,60,20,0
Hendrick Zuck,31,176,69,66,66,0,1777,373,5,1. FC Kaiserslautern,1,2,3,0,2,74,51,64,68,58,58,70,38,57,66,61,66,57,44,60,66,73,74,80,63,80,66,63,77,49,58,54,61,62,66,56,59,58,56,54,7,11,7,9,8,61,64,62,62,62,64,66,66,66,66,66,63,66,66,60,66,17,0
Matthew Spiranovic,34,188,87,66,66,0,1336,302,1,Melbourne Victory,1,4,2,1,0,52,24,51,37,68,70,42,19,67,65,18,22,29,14,54,52,54,50,34,61,33,44,41,63,84,19,52,69,24,49,17,67,68,68,65,12,13,15,12,7,44,40,41,41,41,40,45,47,53,47,61,65,61,63,66,63,19,0
Casper Tengstedt,22,184,77,66,76,10,1688,363,13,Rosenborg BK,1,3,3,2,2,83,64,57,66,31,62,56,68,58,61,56,65,62,57,48,65,83,83,77,62,74,65,58,70,66,56,45,28,68,58,58,60,28,28,28,9,10,11,15,12,68,66,66,66,66,66,66,67,59,67,54,49,54,51,45,51,19,0
Daniel Rivillo,25,179,71,66,71,5,1673,363,9,Caracas Fútbol Club,1,3,2,2,2,80,49,56,61,63,54,68,41,46,56,34,56,52,41,42,69,80,80,65,60,70,65,61,55,49,56,64,62,52,58,42,47,66,66,62,12,10,5,14,14,58,61,59,59,59,61,60,62,59,62,66,62,66,66,63,66,19,0
Oday Dabbagh,23,182,76,66,73,7,1622,353,13,FC Arouca,1,3,3,2,2,72,64,58,65,32,62,59,69,72,62,60,67,57,46,53,68,69,74,60,47,63,68,74,62,74,51,28,17,61,59,65,60,30,31,26,14,13,8,6,9,68,63,64,64,64,63,64,65,58,65,50,47,50,48,45,48,16,0
Yong Lee,35,180,76,66,66,0,1792,377,9,Suwon FC,2,3,2,2,0,68,52,63,62,63,69,70,47,58,63,45,59,63,56,58,63,69,67,68,58,70,60,75,67,66,56,76,65,57,59,45,60,64,64,62,16,15,6,10,15,60,61,59,59,59,61,62,64,63,64,66,65,66,66,66,66,20,0
Emiliano García,32,186,81,66,66,0,1530,320,1,Montevideo Wanderers,1,3,2,2,2,53,41,38,48,67,73,30,38,63,35,41,41,37,51,60,56,55,51,41,59,51,58,84,51,82,30,73,55,27,34,62,60,73,69,69,8,16,7,7,16,50,42,44,44,44,42,44,46,48,46,55,60,55,58,66,58,19,0
Blair Turgott,28,183,73,66,66,0,1695,365,11,BK Häcken,1,3,3,0,2,80,66,57,69,25,68,59,68,54,58,59,69,56,55,49,67,81,80,77,63,75,66,68,73,69,63,60,22,67,58,57,67,22,22,22,14,11,12,11,8,66,66,66,66,66,66,66,66,60,66,52,47,52,49,43,49,19,0
Rodrigo Ramallo,31,178,70,66,66,0,1782,375,13,Club Always Ready,1,3,3,0,2,74,68,58,66,40,69,60,71,72,60,65,68,45,65,49,64,69,78,72,65,69,63,72,71,70,68,64,14,63,62,70,54,36,51,43,6,15,12,15,15,66,66,66,66,66,66,66,66,61,66,56,52,56,55,53,55,20,0
Robert Lundström,32,182,72,66,66,0,1752,387,12,GIF Sundsvall,1,4,2,2,2,85,53,60,62,59,68,59,49,46,63,41,61,60,49,62,60,84,85,70,60,66,64,58,81,65,55,60,57,50,59,52,65,61,61,59,15,16,9,8,7,60,62,60,60,60,62,63,65,63,65,66,64,66,66,62,66,19,0
Édouard Michut,19,178,68,66,84,18,1714,359,0,Sunderland,1,3,3,0,2,62,53,65,71,57,51,59,50,45,70,48,71,61,48,66,71,65,59,72,65,78,58,40,57,42,55,67,62,61,67,55,70,55,61,56,9,13,11,8,9,60,64,64,64,64,64,68,67,68,67,64,65,64,63,59,63,18,0
Macauley Bonne,26,180,76,66,68,2,1672,358,13,Queens Park Rangers,1,5,2,0,2,72,64,51,64,35,72,41,67,64,58,59,63,52,44,48,65,75,70,68,67,69,66,76,75,72,57,65,39,66,53,64,60,27,35,23,10,7,7,7,13,68,62,64,64,64,62,64,64,60,64,52,52,52,51,50,51,17,0
Magnus Retsius Grødem,23,192,78,66,73,7,1679,367,0,Molde FK,1,4,4,0,2,70,61,63,66,42,65,60,64,54,66,48,67,55,56,60,68,69,70,66,62,50,60,54,72,65,59,58,38,66,65,58,62,34,48,41,9,5,9,11,12,65,66,65,65,65,66,68,68,65,68,58,57,58,56,52,56,17,0
Shaquille Pinas,24,182,67,66,73,7,1768,383,1,Hammarby IF,1,3,2,0,2,75,53,56,63,65,71,43,53,58,65,48,61,49,38,59,62,74,75,75,64,67,56,85,72,69,47,70,64,54,55,72,54,66,66,64,6,5,8,10,8,61,60,60,60,60,60,63,63,63,63,65,66,65,66,68,66,16,0
Nicky Cadden,25,178,65,66,69,3,1850,398,6,Barnsley,1,2,3,0,2,87,60,62,66,54,69,66,58,44,58,52,62,67,67,58,64,84,90,86,58,80,63,60,90,62,65,61,53,61,66,55,63,55,57,54,10,13,12,13,6,63,66,64,64,64,66,66,68,64,68,66,62,66,65,59,65,18,0
Gabriel Risso Patrón,26,173,73,66,66,0,1623,360,5,Atlético Tucumán,1,3,2,2,2,76,37,57,64,60,66,63,41,46,63,29,63,41,33,58,64,78,75,69,62,70,28,59,73,67,29,56,62,64,48,45,65,60,62,64,13,8,7,10,13,56,61,57,57,57,61,61,65,61,65,66,64,66,66,63,66,18,0
Olaus Jair Skarsem,23,178,67,66,70,4,1807,386,0,Rosenborg BK,1,3,4,0,2,79,55,62,71,55,64,54,54,45,68,52,70,60,49,61,69,77,81,84,64,82,58,60,82,56,54,60,59,67,66,54,66,57,55,55,9,7,15,14,9,64,67,66,66,66,67,69,69,68,69,66,65,66,65,60,65,18,0
Patrik Karlsson Lagemyr,25,167,58,66,69,3,1659,346,0,IK Sirius,1,3,3,2,1,79,57,64,71,32,43,61,63,33,69,58,70,68,49,55,68,86,74,87,52,90,48,82,64,32,54,34,26,52,69,55,59,40,28,30,12,13,10,15,12,59,66,63,63,63,66,68,68,62,68,54,49,54,51,40,51,19,0
Florin Ștefan,26,182,70,66,69,3,1806,391,5,Rapid București,1,2,3,0,0,77,58,63,62,62,69,65,56,61,64,48,60,62,65,61,61,73,80,70,59,68,63,68,70,69,62,68,60,62,59,48,64,60,64,63,6,5,6,7,13,64,63,62,62,62,63,64,66,64,66,66,65,66,66,65,66,15,0
Carl McHugh,29,180,72,66,66,0,1783,366,2,ATK Mohun Bagan FC,1,2,2,1,0,53,47,59,63,64,80,57,42,64,63,42,58,60,59,61,63,61,46,72,60,77,54,87,88,79,48,72,64,45,54,60,72,66,64,62,7,12,14,7,15,56,56,55,55,55,56,59,60,62,60,66,66,66,65,66,65,18,0
Sigurd Haugen,24,187,78,66,71,5,1679,366,13,Aarhus GF,1,4,3,0,2,79,64,50,65,32,76,46,66,59,58,56,62,44,38,38,65,80,79,72,66,77,66,72,78,74,59,77,32,66,55,59,66,28,28,25,11,12,8,11,12,68,64,65,65,65,64,64,65,58,65,53,50,53,51,49,51,19,0
Marcos Cangá,33,181,76,66,66,0,1759,370,9,9 de Octubre,1,3,3,2,2,70,50,61,64,64,61,66,45,60,61,40,67,45,61,59,60,70,70,65,65,66,55,63,67,60,48,55,64,66,62,68,59,66,65,61,13,11,7,14,14,61,62,61,61,61,62,63,65,64,65,66,64,66,66,65,66,20,0
Lukas Schleimer,22,180,73,66,70,4,1623,340,0,1. FC Nürnberg,1,3,3,2,2,68,56,61,70,40,45,55,61,44,67,45,71,55,47,61,68,70,67,79,63,74,54,61,63,37,50,36,41,65,63,43,50,37,41,43,7,13,14,15,13,62,65,64,64,64,65,68,67,64,67,57,54,57,55,47,55,20,0
Arianit Ferati,24,168,71,66,69,3,1765,370,6,Fortuna Sittard,1,4,4,2,2,73,56,68,71,43,59,70,56,45,67,53,69,73,65,68,68,78,68,86,63,90,61,41,63,61,51,53,39,57,69,62,61,35,53,44,7,12,13,14,11,62,66,64,64,64,66,68,69,66,69,60,58,60,58,52,58,19,0
Kristopher da Graca,24,188,80,66,71,5,1465,319,1,IK Sirius,1,2,2,2,2,57,30,45,49,65,73,38,24,67,64,35,42,31,30,41,60,51,62,35,58,60,46,72,70,81,28,59,62,22,31,37,47,65,68,63,11,15,6,16,15,48,44,44,44,44,44,47,49,52,49,61,63,61,63,68,63,21,0
Andy Halliday,30,173,67,66,66,0,1814,386,8,Heart of Midlothian,1,3,2,2,2,67,60,61,64,62,72,58,59,49,64,43,60,54,58,63,64,63,70,75,57,78,59,71,80,64,68,81,61,54,59,63,65,65,65,63,10,10,7,12,7,61,61,60,60,60,61,64,64,65,64,66,66,66,66,65,66,17,0
Denis Kolinger,28,199,92,66,68,2,1437,316,1,CFR Cluj,1,2,2,2,0,52,34,43,44,63,80,28,25,66,62,32,38,28,35,48,50,40,62,38,60,44,62,65,65,90,25,78,63,32,26,35,53,63,65,58,11,15,11,9,8,50,41,43,43,43,41,45,46,50,46,57,62,57,59,68,59,18,0
Ricard Pujol Amat,24,179,77,66,71,5,1625,357,5,SD Ponferradina,1,3,2,2,2,74,43,53,59,64,64,58,43,63,57,30,55,46,30,45,58,76,72,70,60,71,54,64,66,65,35,60,65,48,52,40,56,64,65,63,9,10,11,11,9,57,56,55,55,55,56,57,59,57,59,65,62,65,66,65,66,17,0
Jackson Rodríguez,23,180,65,66,71,5,1663,372,8,CS Emelec,1,3,2,2,0,78,53,57,66,62,56,63,57,41,62,43,67,39,38,56,65,75,81,70,64,65,48,60,62,60,54,38,64,58,52,41,61,65,64,62,10,14,5,14,6,61,64,62,62,62,64,64,66,62,66,67,63,67,66,62,66,19,0
Óscar Francisco García Quintela,26,171,62,66,67,1,1691,363,10,CD Mirandés,1,3,3,2,2,76,61,60,69,42,55,62,60,51,60,61,68,60,46,60,67,75,76,75,64,85,64,55,56,61,63,39,44,67,60,47,63,44,39,34,5,12,6,12,13,66,66,65,65,65,66,67,67,62,67,57,54,57,55,50,55,18,0
Bartosz Kopacz,30,188,85,66,66,0,1591,346,1,Zagłębie Lubin,1,3,2,2,2,65,37,52,51,65,76,60,35,70,63,24,42,35,23,44,56,62,67,57,64,66,48,77,70,85,29,62,65,41,42,54,59,64,66,62,15,15,8,10,10,54,51,50,50,50,51,52,55,55,55,65,64,65,66,66,66,20,0
Jonathan Zacaría,32,172,76,66,66,0,1781,376,7,Club Atlético Aldosivi,1,2,3,0,1,70,64,66,69,51,56,63,62,47,67,51,70,72,70,68,66,71,69,74,58,70,68,53,51,62,66,48,64,71,61,59,70,37,54,58,11,10,10,9,11,66,66,66,66,66,66,66,66,66,66,62,61,62,61,57,61,17,0
Liam Palmer,30,183,81,66,66,0,1857,401,1,Sheffield Wednesday,1,3,2,0,2,76,58,63,63,64,77,66,54,59,62,52,62,58,60,63,63,75,77,66,63,67,64,78,78,79,62,70,64,58,62,56,64,62,66,64,11,14,8,8,6,64,63,62,62,62,63,64,66,65,66,66,66,66,66,66,66,18,0
Raúl García de Haro,21,192,70,66,79,13,1484,322,13,CD Mirandés,1,3,4,0,1,62,70,50,61,24,55,32,72,69,61,55,66,43,49,49,64,59,65,47,51,45,72,54,30,65,68,60,15,69,50,58,54,19,17,28,12,15,13,6,6,68,60,64,64,64,60,63,59,55,59,41,42,41,39,41,39,16,0
Neyder Lozano,28,185,86,66,68,2,1529,335,1,CD Lugo,1,3,2,2,2,55,42,48,53,64,73,29,38,68,62,36,49,29,35,54,62,56,55,40,60,51,57,71,56,82,36,73,61,38,45,46,54,62,65,64,6,9,12,15,7,55,49,51,51,51,49,53,53,56,53,58,64,58,60,68,60,17,0
Bryan Goncalves,25,190,72,66,70,4,1569,335,1,Stade Lavallois Mayenne FC,1,3,2,0,2,69,37,47,41,66,75,29,18,63,61,20,27,36,73,64,49,68,69,63,56,53,75,75,80,76,51,65,67,28,25,32,47,67,65,67,9,12,12,6,8,49,42,43,43,43,42,46,47,53,47,61,64,61,64,68,64,16,0
Jesus Chávez,36,175,82,66,66,0,1844,386,0,Sport Boys,1,3,3,0,1,68,62,67,66,56,67,60,65,65,70,55,66,68,75,65,65,68,68,74,62,70,63,65,70,70,55,55,45,63,69,72,60,50,63,61,10,8,6,10,13,66,65,65,65,65,65,66,66,66,66,63,63,63,63,62,63,18,0
Yair Arismendi,24,163,62,66,71,5,1700,358,6,Club Atlético Sarmiento,1,3,3,0,2,77,62,59,66,35,59,66,58,42,62,66,67,52,55,54,64,76,78,71,60,86,73,64,78,50,63,58,29,63,54,48,53,38,33,37,13,13,6,11,12,64,65,64,64,64,65,65,67,60,67,57,52,57,54,46,54,19,0
Marijan Čabraja,25,182,79,66,69,3,1746,380,8,Hibernian,1,3,2,2,2,75,47,62,65,60,71,75,38,53,60,46,64,61,29,56,66,76,75,70,56,73,60,66,71,67,54,80,58,54,63,39,56,59,64,63,11,14,6,13,6,58,62,59,59,59,62,62,65,62,65,67,64,67,66,65,66,18,0
Miguel Ángel Rubio Lestán,24,191,86,66,75,9,1294,283,1,Granada CF,1,3,2,2,2,41,29,39,42,64,68,26,26,69,59,30,32,24,21,34,57,38,43,34,62,29,45,77,32,85,22,67,61,21,27,34,57,60,68,65,7,13,13,6,7,46,38,40,40,40,38,42,41,46,41,53,59,53,56,68,56,16,0
Claudio Torrejón,29,179,80,66,66,0,1773,369,2,Sport Boys,1,3,2,2,0,59,50,63,62,65,70,55,45,70,68,55,60,57,60,65,65,55,63,58,60,66,59,70,70,72,48,65,65,55,61,63,60,67,63,60,9,13,10,6,15,61,58,59,59,59,58,62,62,65,62,65,66,65,65,66,65,18,0
Harrison Burrows,20,168,55,66,76,10,1722,367,8,Peterborough United,1,3,2,0,2,76,53,61,67,60,50,61,55,54,64,39,65,57,41,58,65,76,76,80,61,81,55,53,73,34,49,62,57,59,63,43,62,59,63,62,12,13,6,15,11,60,64,62,62,62,64,65,66,64,66,66,63,66,66,60,66,20,0
Diego Caballo Alonso,28,171,67,66,66,0,1774,381,5,Sydney FC,1,2,3,0,2,74,59,60,63,61,64,65,60,60,61,49,61,65,36,62,62,73,74,65,61,75,65,65,74,59,59,65,62,65,58,39,63,61,61,63,10,8,8,12,11,64,63,63,63,63,63,64,66,64,66,66,64,66,66,64,66,18,0
Ayo Akinola,22,178,88,66,75,9,1576,347,13,Toronto FC,1,3,3,0,1,82,66,48,60,20,71,43,69,60,54,58,58,57,34,43,59,79,84,70,56,66,70,75,50,84,59,63,18,66,46,61,60,12,19,13,7,7,13,10,13,68,61,62,62,62,61,61,60,52,60,43,42,43,42,41,42,17,0
Matteo Solini,29,186,80,66,66,0,1486,316,1,Como,1,3,2,2,2,53,36,42,48,67,70,32,30,70,58,36,41,33,38,34,53,52,53,45,60,60,52,72,69,73,34,64,64,30,35,47,61,66,68,66,14,7,11,10,9,49,44,45,45,45,44,47,47,50,47,59,61,59,62,66,62,18,0
Muhannad Al Shanqeeti,23,173,70,66,75,9,1600,354,9,Al Ittihad,1,3,2,2,2,75,37,55,63,61,63,57,34,46,63,37,64,41,28,59,60,72,77,71,60,70,44,64,73,60,31,57,64,53,44,35,48,58,64,65,9,6,13,9,12,54,57,55,55,55,57,58,62,60,62,66,63,66,66,62,66,17,0
Charlis Ortiz,35,181,80,66,66,0,1489,319,13,Metropolitanos de Caracas FC,1,4,2,0,2,66,72,44,57,19,61,29,74,72,55,61,60,30,50,39,50,68,65,61,69,60,73,62,53,75,73,35,10,61,46,70,49,14,15,10,7,13,11,6,12,66,58,61,61,61,58,60,57,52,57,39,38,39,38,37,38,18,0
Markus Pink,31,188,87,66,66,0,1554,333,13,SK Austria Klagenfurt,1,3,2,2,1,50,67,54,59,27,76,49,71,68,62,59,57,47,38,44,63,45,54,55,69,47,71,61,81,86,55,47,33,71,57,63,65,28,13,12,8,12,6,7,15,66,60,63,63,63,60,63,62,59,62,48,48,48,45,44,45,19,0
Julien Maggiotti,26,186,86,66,67,1,1788,380,0,Stade Lavallois Mayenne FC,1,3,3,0,2,64,65,67,66,53,65,62,68,44,68,61,65,63,71,65,70,63,64,62,64,60,65,62,69,67,62,58,56,64,71,60,63,53,54,49,5,5,12,12,14,66,66,66,66,66,66,67,67,67,67,63,64,63,61,58,61,17,0
Antonino Gallo,22,183,73,66,74,8,1739,375,8,Lecce,1,2,2,0,2,80,49,61,66,59,60,61,44,46,64,47,66,65,59,59,64,78,81,70,66,66,59,64,70,57,50,52,64,57,58,48,61,62,58,60,5,12,8,8,11,60,63,61,61,61,63,64,66,64,66,67,64,67,66,61,66,17,1
Cristian Castro Devenish,21,192,84,66,79,13,1412,305,1,Atlético Nacional,1,2,2,2,2,44,36,45,47,67,66,33,30,64,62,33,43,32,34,49,53,41,47,43,68,40,54,48,55,74,31,65,65,30,30,41,48,65,73,66,11,6,7,10,9,49,43,45,45,45,43,47,47,53,47,59,63,59,61,68,61,17,0
Evidence Makgopa,22,188,76,66,77,11,1595,340,13,Orlando Pirates,1,3,2,0,2,67,67,50,61,31,64,43,73,74,52,50,64,53,39,43,57,66,68,58,60,64,63,79,67,72,59,34,26,67,61,74,58,23,29,28,6,12,9,8,14,68,61,63,63,63,61,62,61,56,61,48,45,48,47,45,47,17,0
Alexander Søderlund,34,187,86,66,66,0,1682,352,13,FK Haugesund,1,4,2,2,2,53,67,56,62,39,75,53,65,67,60,65,62,51,61,53,65,53,53,50,66,51,75,76,62,82,63,75,44,68,53,65,69,38,31,23,11,8,15,11,7,66,61,63,63,63,61,63,62,60,62,52,54,52,50,53,50,18,0
Caleb Zady Sery,22,177,72,66,75,9,1588,348,10,Stade Malherbe Caen,1,3,4,2,2,88,55,60,69,21,55,60,54,54,64,49,72,53,55,56,63,92,84,83,50,81,56,46,64,59,55,38,18,61,61,59,55,19,15,19,9,8,13,10,8,63,66,63,63,63,66,66,67,58,67,49,44,49,46,37,46,16,0
Simon Sandberg,28,186,77,66,66,0,1687,366,9,Hammarby IF,1,3,2,0,2,70,43,59,60,62,72,65,41,56,60,35,57,60,35,62,60,68,72,66,62,63,58,71,80,72,34,62,63,56,55,39,61,64,61,59,9,10,14,7,11,58,58,57,57,57,58,59,63,61,63,66,65,66,66,65,66,17,0
Adolfo Lima,31,176,68,66,66,0,1657,358,10,Cerro Largo Fútbol Club,1,4,3,0,2,74,53,64,64,35,68,65,50,52,66,43,62,55,61,59,68,73,74,64,64,66,63,52,77,72,54,50,43,59,67,46,60,39,24,24,15,10,16,11,13,62,64,63,63,63,64,66,66,63,66,57,55,57,54,48,54,20,0
Nicolás Contin,26,183,78,66,69,3,1605,349,13,Gimnasia y Esgrima La Plata,1,2,2,2,1,67,64,51,64,31,72,43,70,64,55,54,62,56,50,52,68,60,72,66,62,55,63,62,66,84,56,50,26,69,52,51,65,40,20,18,15,14,8,11,11,68,62,64,64,64,62,63,63,58,63,48,48,48,46,46,46,20,0
Leandro Maciel,26,177,72,66,69,3,1779,387,2,Club Atlético Aldosivi,1,2,3,2,2,67,53,62,66,61,78,53,47,58,69,44,65,45,40,68,68,68,66,69,70,58,72,74,80,79,52,74,65,58,63,41,59,58,63,59,7,14,7,11,14,64,62,63,63,63,62,66,66,68,66,67,69,67,66,67,66,20,0
Sam Smith,24,185,73,66,69,3,1672,357,13,Cambridge United,1,3,2,2,2,74,65,55,63,29,71,54,66,66,59,59,62,53,60,44,63,72,75,68,63,64,65,79,68,76,65,61,23,67,57,63,60,27,26,21,11,8,9,9,9,68,64,64,64,64,64,64,64,58,64,50,48,50,48,46,48,17,0
Kevin Villodres Medina,21,173,69,66,76,10,1597,340,10,Gil Vicente FC,1,5,4,2,2,74,56,61,70,33,46,64,60,33,65,53,73,52,44,60,66,75,74,79,57,84,55,65,49,41,50,50,33,60,59,50,54,33,33,31,8,13,6,8,14,60,66,63,63,63,66,66,67,60,67,54,50,54,50,43,50,18,0
Yordy Reyna,28,169,68,66,66,0,1762,375,13,Charlotte FC,1,2,3,0,1,84,66,59,69,34,63,52,64,55,58,63,67,65,66,61,68,83,84,85,65,79,71,63,65,61,66,65,29,62,61,62,61,36,33,19,12,14,9,8,11,66,66,66,66,66,66,66,66,62,66,53,52,53,51,47,51,19,0
Nick Hagglund,29,185,87,66,66,0,1512,317,1,FC Cincinnati,1,3,2,2,0,48,29,55,51,64,70,57,23,69,61,26,47,44,23,60,56,46,50,43,62,47,51,93,54,77,17,65,63,44,51,35,57,62,66,63,9,13,6,14,15,50,48,48,48,48,48,51,53,56,53,61,64,61,62,66,62,20,0
Paolo Medina,23,177,66,66,71,5,1633,358,9,AFC Hermannstadt,1,3,2,2,0,75,37,58,64,61,63,61,34,57,64,34,64,57,34,60,62,74,75,74,59,67,40,56,69,62,37,60,61,56,48,45,52,60,63,63,12,7,6,6,6,55,59,56,56,56,59,60,63,61,63,66,63,66,66,63,66,15,0
Alexander Munksgaard,24,181,75,66,73,7,1708,376,12,Aarhus GF,1,2,2,2,2,79,43,57,65,61,71,61,42,64,60,40,64,62,31,58,65,79,79,73,62,69,54,81,75,75,34,55,58,43,50,40,52,60,62,61,7,10,10,10,14,59,59,57,57,57,59,60,63,60,63,66,63,66,66,65,66,18,0
Brandon Hanlan,25,182,83,66,71,5,1699,378,13,Wycombe Wanderers,1,3,3,0,0,85,64,52,67,35,75,49,66,57,58,61,67,60,40,49,63,84,85,76,61,77,67,72,81,83,59,46,22,64,48,62,61,40,30,35,6,8,9,6,8,68,64,64,64,64,64,64,66,58,66,55,50,55,53,49,53,15,0
Juan Sforza,20,180,76,66,81,15,1740,382,4,Newell's Old Boys,1,3,3,2,2,71,58,63,66,60,64,54,55,56,71,43,68,42,44,69,65,74,68,62,64,69,65,61,74,61,64,58,60,53,62,43,60,58,63,60,10,8,11,13,12,63,63,63,63,63,63,67,67,68,67,66,66,66,65,63,65,19,0
Marco John,20,184,73,66,77,11,1700,363,6,SpVgg Greuther Fürth,1,3,2,2,2,62,53,64,72,60,52,67,54,43,69,48,73,54,52,64,74,65,60,69,67,70,59,54,67,47,49,47,64,44,56,55,57,62,61,59,10,10,6,13,8,59,64,62,62,62,64,65,67,66,67,67,65,67,66,60,66,18,0
Richairo Živković,25,187,77,66,67,1,1616,350,13,FC Emmen,1,4,3,2,1,81,65,55,67,18,64,48,61,60,58,68,68,48,41,57,65,72,89,72,65,64,74,75,66,70,66,45,15,62,61,63,60,15,12,13,7,7,7,13,9,67,65,66,66,66,65,66,66,59,66,47,44,47,44,38,44,17,0
Fabian Herbers,28,183,75,66,66,0,1779,377,0,Chicago Fire Football Club,1,3,3,2,2,65,64,65,66,49,68,66,66,65,70,51,67,60,59,60,68,62,67,64,64,59,69,65,70,68,56,66,54,66,63,66,61,47,43,42,14,10,9,14,9,66,66,66,66,66,66,66,66,66,66,61,61,61,60,58,60,19,0
Desley Ubbink,29,180,73,66,66,0,1713,362,10,AFC UTA Arad,1,4,3,0,2,68,61,66,65,42,60,63,61,53,70,55,65,53,60,67,63,70,66,68,65,63,65,61,64,56,58,64,41,60,68,58,65,42,39,44,7,14,6,11,13,64,65,64,64,64,65,66,66,65,66,58,58,58,56,52,56,19,0
